3.0125,258
3.0375,240
3.0625,240
3.0875,221
3.1125,209
3.1375,212
3.1625,193
3.1875,204
3.2125,245
3.2375,239
3.2625,215
3.2875,208
3.3125,206
3.3375,203
3.3625,191
3.3875,206
3.4125,158
3.4375,174
3.4625,153
3.4875,172
3.5125,176
3.5375,175
3.5625,141
3.5875,153
3.6125,160
3.6375,165
3.6625,177
3.6875,158
3.7125,140
3.7375,165
3.7625,144
3.7875,135
3.8125,136
3.8375,175
3.8625,135
3.8875,152
3.9125,120
3.9375,120
3.9625,130
3.9875,144
4.0125,119
4.0375,125
4.0625,122
4.0875,116
4.1125,106
4.1375,130
4.1625,115
4.1875,100
4.2125,121
4.2375,129
4.2625,103
4.2875,116
4.3125,101
4.3375,101
4.3625,121
4.3875,110
4.4125,122
4.4375,98
4.4625,105
4.4875,74
4.5125,92
4.5375,87
4.5625,94
4.5875,89
4.6125,85
4.6375,74
4.6625,82
4.6875,96
4.7125,74
4.7375,95
4.7625,88
4.7875,83
4.8125,92
4.8375,77
4.8625,74
4.8875,86
4.9125,73
4.9375,72
4.9625,74
4.9875,71
5.0125,67
5.0375,68
5.0625,63
5.0875,67
5.1125,75
5.1375,74
5.1625,72
5.1875,63
5.2125,66
5.2375,65
5.2625,72
5.2875,66
5.3125,62
5.3375,59
5.3625,61
5.3875,67
5.4125,67
5.4375,65
5.4625,59
5.4875,69
5.5125,63
5.5375,57
5.5625,54
5.5875,64
5.6125,87
5.6375,71
5.6625,64
5.6875,65
5.7125,57
5.7375,58
5.7625,53
5.7875,65
5.8125,63
5.8375,39
5.8625,69
5.8875,60
5.9125,51
5.9375,60
5.9625,59
5.9875,65
6.0125,44
6.0375,52
6.0625,53
6.0875,52
6.1125,33
6.1375,59
6.1625,43
6.1875,56
6.2125,48
6.2375,59
6.2625,53
6.2875,51
6.3125,41
6.3375,57
6.3625,48
6.3875,49
6.4125,52
6.4375,56
6.4625,52
6.4875,36
6.5125,49
6.5375,39
6.5625,46
6.5875,46
6.6125,44
6.6375,43
6.6625,43
6.6875,47
6.7125,52
6.7375,57
6.7625,48
6.7875,58
6.8125,43
6.8375,27
6.8625,45
6.8875,38
6.9125,48
6.9375,46
6.9625,47
6.9875,34
7.0125,30
7.0375,41
7.0625,37
7.0875,37
7.1125,41
7.1375,33
7.1625,38
7.1875,38
7.2125,49
7.2375,36
7.2625,31
7.2875,30
7.3125,42
7.3375,45
7.3625,41
7.3875,40
7.4125,41
7.4375,39
7.4625,37
7.4875,36
7.5125,32
7.5375,38
7.5625,37
7.5875,39
7.6125,37
7.6375,33
7.6625,41
7.6875,31
7.7125,27
7.7375,34
7.7625,46
7.7875,37
7.8125,33
7.8375,34
7.8625,39
7.8875,37
7.9125,35
7.9375,42
7.9625,32
7.9875,34
8.0125,41
8.0375,35
8.0625,39
8.0875,46
8.1125,39
8.1375,36
8.1625,41
8.1875,44
8.2125,35
8.2375,34
8.2625,37
8.2875,36
8.3125,41
8.3375,41
8.3625,43
8.3875,48
8.4125,35
8.4375,47
8.4625,38
8.4875,45
8.5125,40
8.5375,39
8.5625,37
8.5875,32
8.6125,33
8.6375,31
8.6625,33
8.6875,28
8.7125,42
8.7375,44
8.7625,26
8.7875,35
8.8125,23
8.8375,31
8.8625,31
8.8875,31
8.9125,31
8.9375,38
8.9625,31
8.9875,36
9.0125,25
9.0375,37
9.0625,30
9.0875,36
9.1125,28
9.1375,29
9.1625,33
9.1875,34
9.2125,33
9.2375,26
9.2625,28
9.2875,20
9.3125,38
9.3375,33
9.3625,32
9.3875,31
9.4125,27
9.4375,35
9.4625,18
9.4875,32
9.5125,38
9.5375,30
9.5625,19
9.5875,31
9.6125,30
9.6375,22
9.6625,32
9.6875,37
9.7125,21
9.7375,24
9.7625,30
9.7875,16
9.8125,29
9.8375,37
9.8625,29
9.8875,35
9.9125,33
9.9375,26
9.9625,32
9.9875,28
10.0125,27
10.0375,27
10.0625,30
10.0875,23
10.1125,31
10.1375,33
10.1625,29
10.1875,25
10.2125,31
10.2375,22
10.2625,30
10.2875,30
10.3125,30
10.3375,28
10.3625,18
10.3875,30
10.4125,29
10.4375,24
10.4625,32
10.4875,28
10.5125,31
10.5375,28
10.5625,17
10.5875,26
10.6125,24
10.6375,22
10.6625,16
10.6875,35
10.7125,33
10.7375,22
10.7625,25
10.7875,27
10.8125,27
10.8375,30
10.8625,24
10.8875,22
10.9125,29
10.9375,30
10.9625,28
10.9875,15
11.0125,34
11.0375,20
11.0625,33
11.0875,23
11.1125,30
11.1375,34
11.1625,26
11.1875,28
11.2125,41
11.2375,25
11.2625,31
11.2875,27
11.3125,26
11.3375,30
11.3625,21
11.3875,22
11.4125,21
11.4375,17
11.4625,29
11.4875,27
11.5125,30
11.5375,27
11.5625,14
11.5875,23
11.6125,24
11.6375,33
11.6625,37
11.6875,24
11.7125,30
11.7375,24
11.7625,34
11.7875,22
11.8125,37
11.8375,24
11.8625,20
11.8875,20
11.9125,18
11.9375,27
11.9625,26
11.9875,22
12.0125,24
12.0375,23
