3.0125,150
3.0375,153
3.0625,167
3.0875,124
3.1125,122
3.1375,150
3.1625,131
3.1875,155
3.2125,140
3.2375,145
3.2625,117
3.2875,123
3.3125,127
3.3375,117
3.3625,120
3.3875,120
3.4125,96
3.4375,122
3.4625,106
3.4875,95
3.5125,97
3.5375,126
3.5625,99
3.5875,108
3.6125,77
3.6375,98
3.6625,92
3.6875,98
3.7125,98
3.7375,83
3.7625,105
3.7875,84
3.8125,80
3.8375,87
3.8625,71
3.8875,77
3.9125,75
3.9375,93
3.9625,79
3.9875,81
4.0125,87
4.0375,78
4.0625,69
4.0875,57
4.1125,66
4.1375,70
4.1625,65
4.1875,74
4.2125,83
4.2375,79
4.2625,61
4.2875,72
4.3125,69
4.3375,70
4.3625,63
4.3875,66
4.4125,52
4.4375,76
4.4625,54
4.4875,79
4.5125,54
4.5375,85
4.5625,62
4.5875,49
4.6125,60
4.6375,59
4.6625,51
4.6875,55
4.7125,58
4.7375,58
4.7625,73
4.7875,59
4.8125,52
4.8375,57
4.8625,60
4.8875,50
4.9125,67
4.9375,46
4.9625,48
4.9875,57
5.0125,62
5.0375,55
5.0625,45
5.0875,62
5.1125,52
5.1375,49
5.1625,62
5.1875,46
5.2125,27
5.2375,59
5.2625,54
5.2875,46
5.3125,54
5.3375,42
5.3625,50
5.3875,47
5.4125,54
5.4375,42
5.4625,50
5.4875,41
5.5125,49
5.5375,38
5.5625,58
5.5875,39
5.6125,60
5.6375,35
5.6625,31
5.6875,31
5.7125,43
5.7375,45
5.7625,43
5.7875,47
5.8125,36
5.8375,36
5.8625,41
5.8875,44
5.9125,44
5.9375,36
5.9625,26
5.9875,27
6.0125,35
6.0375,25
6.0625,45
6.0875,37
6.1125,33
6.1375,35
6.1625,38
6.1875,40
6.2125,33
6.2375,29
6.2625,33
6.2875,29
6.3125,36
6.3375,36
6.3625,37
6.3875,39
6.4125,36
6.4375,36
6.4625,25
6.4875,40
6.5125,30
6.5375,33
6.5625,44
6.5875,34
6.6125,37
6.6375,43
6.6625,34
6.6875,37
6.7125,38
6.7375,31
6.7625,33
6.7875,39
6.8125,22
6.8375,35
6.8625,36
6.8875,40
6.9125,21
6.9375,28
6.9625,45
6.9875,32
7.0125,38
7.0375,30
7.0625,30
7.0875,26
7.1125,31
7.1375,35
7.1625,26
7.1875,31
7.2125,33
7.2375,26
7.2625,35
7.2875,30
7.3125,30
7.3375,30
7.3625,23
7.3875,23
7.4125,31
7.4375,27
7.4625,24
7.4875,24
7.5125,33
7.5375,35
7.5625,31
7.5875,27
7.6125,33
7.6375,36
7.6625,29
7.6875,30
7.7125,30
7.7375,28
7.7625,31
7.7875,24
7.8125,29
7.8375,29
7.8625,19
7.8875,32
7.9125,21
7.9375,23
7.9625,28
7.9875,24
8.0125,33
8.0375,29
8.0625,36
8.0875,30
8.1125,28
8.1375,32
8.1625,27
8.1875,30
8.2125,31
8.2375,17
8.2625,32
8.2875,27
8.3125,24
8.3375,35
8.3625,25
8.3875,29
8.4125,26
8.4375,32
8.4625,26
8.4875,31
8.5125,24
8.5375,25
8.5625,26
8.5875,28
8.6125,27
8.6375,27
8.6625,18
8.6875,29
8.7125,25
8.7375,27
8.7625,25
8.7875,28
8.8125,24
8.8375,24
8.8625,25
8.8875,23
8.9125,31
8.9375,26
8.9625,27
8.9875,24
9.0125,24
9.0375,24
9.0625,20
9.0875,26
9.1125,26
9.1375,21
9.1625,33
9.1875,23
9.2125,22
9.2375,27
9.2625,12
9.2875,27
9.3125,26
9.3375,23
9.3625,25
9.3875,20
9.4125,26
9.4375,18
9.4625,26
9.4875,25
9.5125,22
9.5375,31
9.5625,20
9.5875,22
9.6125,17
9.6375,25
9.6625,24
9.6875,21
9.7125,22
9.7375,30
9.7625,28
9.7875,25
9.8125,19
9.8375,27
9.8625,24
9.8875,27
9.9125,32
9.9375,32
9.9625,19
9.9875,31
10.0125,16
10.0375,31
10.0625,18
10.0875,27
10.1125,29
10.1375,22
10.1625,22
10.1875,19
10.2125,28
10.2375,22
10.2625,27
10.2875,26
10.3125,21
10.3375,23
10.3625,25
10.3875,26
10.4125,29
10.4375,24
10.4625,32
10.4875,28
10.5125,17
10.5375,25
10.5625,20
10.5875,23
10.6125,20
10.6375,28
10.6625,32
10.6875,33
10.7125,25
10.7375,23
10.7625,26
10.7875,19
10.8125,14
10.8375,20
10.8625,30
10.8875,26
10.9125,21
10.9375,10
10.9625,30
10.9875,22
11.0125,18
11.0375,20
11.0625,11
11.0875,20
11.1125,18
11.1375,25
11.1625,23
11.1875,21
11.2125,23
11.2375,28
11.2625,22
11.2875,18
11.3125,21
11.3375,26
11.3625,17
11.3875,25
11.4125,17
11.4375,18
11.4625,26
11.4875,24
11.5125,25
11.5375,22
11.5625,18
11.5875,19
11.6125,32
11.6375,27
11.6625,24
11.6875,26
11.7125,21
11.7375,22
11.7625,27
11.7875,30
11.8125,27
11.8375,28
11.8625,22
11.8875,24
11.9125,22
11.9375,22
11.9625,22
11.9875,21
12.0125,20
12.0375,33
12.0625,27
12.0875,21
12.1125,28
12.1375,26
12.1625,15
12.1875,21
12.2125,30
12.2375,22
12.2625,10
12.2875,23
12.3125,25
12.3375,20
12.3625,24
12.3875,25
12.4125,27
12.4375,21
12.4625,22
12.4875,25
12.5125,18
12.5375,17
12.5625,26
12.5875,22
12.6125,29
12.6375,20
12.6625,25
12.6875,19
12.7125,19
12.7375,18
12.7625,35
12.7875,25
12.8125,22
12.8375,30
12.8625,14
12.8875,17
12.9125,27
12.9375,16
12.9625,27
12.9875,23
13.0125,22
13.0375,23
13.0625,35
13.0875,21
13.1125,28
13.1375,27
13.1625,32
13.1875,23
13.2125,31
13.2375,14
13.2625,23
13.2875,16
13.3125,28
13.3375,23
13.3625,34
13.3875,29
13.4125,18
13.4375,24
13.4625,31
13.4875,18
13.5125,23
13.5375,23
13.5625,25
13.5875,28
13.6125,15
13.6375,25
13.6625,23
13.6875,25
13.7125,34
13.7375,22
13.7625,21
13.7875,31
13.8125,20
13.8375,28
13.8625,27
13.8875,33
13.9125,15
13.9375,31
13.9625,21
13.9875,22
14.0125,30
14.0375,21
14.0625,21
14.0875,33
14.1125,29
14.1375,34
14.1625,40
14.1875,32
14.2125,29
14.2375,23
14.2625,34
14.2875,21
14.3125,27
14.3375,22
14.3625,18
14.3875,37
14.4125,26
14.4375,19
14.4625,29
14.4875,27
14.5125,26
14.5375,34
14.5625,21
14.5875,29
14.6125,38
14.6375,19
14.6625,33
14.6875,33
14.7125,19
14.7375,21
14.7625,28
14.7875,27
14.8125,28
14.8375,29
14.8625,19
14.8875,34
14.9125,23
14.9375,15
14.9625,27
14.9875,32
15.0125,26
15.0375,28
15.0625,19
15.0875,36
15.1125,23
15.1375,33
15.1625,25
15.1875,39
15.2125,19
15.2375,39
15.2625,27
15.2875,45
15.3125,36
15.3375,35
15.3625,33
15.3875,31
15.4125,25
15.4375,37
15.4625,35
15.4875,28
15.5125,34
15.5375,34
15.5625,31
15.5875,33
15.6125,32
15.6375,41
15.6625,36
15.6875,40
15.7125,37
15.7375,30
15.7625,29
15.7875,31
15.8125,24
15.8375,28
15.8625,36
15.8875,37
15.9125,38
15.9375,35
15.9625,38
15.9875,52
16.0125,38
16.0375,42
16.0625,31
16.0875,32
16.1125,36
16.1375,34
16.1625,25
16.1875,37
16.2125,38
16.2375,37
16.2625,42
16.2875,33
16.3125,34
16.3375,31
16.3625,39
16.3875,42
16.4125,30
16.4375,46
16.4625,31
16.4875,30
16.5125,40
16.5375,36
16.5625,37
16.5875,47
16.6125,40
16.6375,45
16.6625,41
16.6875,41
16.7125,45
16.7375,46
16.7625,39
16.7875,38
16.8125,43
16.8375,44
16.8625,33
16.8875,49
16.9125,48
16.9375,58
16.9625,40
16.9875,37
17.0125,49
17.0375,38
17.0625,35
17.0875,40
17.1125,36
17.1375,43
17.1625,48
17.1875,43
17.2125,39
17.2375,50
17.2625,44
17.2875,38
17.3125,44
17.3375,53
17.3625,45
17.3875,55
17.4125,46
17.4375,35
17.4625,42
17.4875,45
17.5125,42
17.5375,58
17.5625,49
17.5875,48
17.6125,52
17.6375,53
17.6625,49
17.6875,44
17.7125,50
17.7375,43
17.7625,44
17.7875,46
17.8125,50
17.8375,53
17.8625,47
17.8875,46
17.9125,47
17.9375,43
17.9625,47
17.9875,40
18.0125,53
18.0375,45
18.0625,61
18.0875,59
18.1125,58
18.1375,47
18.1625,44
18.1875,57
18.2125,51
18.2375,45
18.2625,50
18.2875,52
18.3125,52
18.3375,43
18.3625,53
18.3875,59
18.4125,63
18.4375,49
18.4625,52
18.4875,58
18.5125,44
18.5375,61
18.5625,45
18.5875,61
18.6125,53
18.6375,53
18.6625,42
18.6875,35
18.7125,56
18.7375,59
18.7625,68
18.7875,70
18.8125,65
18.8375,69
18.8625,60
18.8875,65
18.9125,66
18.9375,56
18.9625,50
18.9875,56
19.0125,45
19.0375,62
19.0625,52
19.0875,66
19.1125,52
19.1375,64
19.1625,60
19.1875,64
19.2125,58
19.2375,59
19.2625,61
19.2875,51
19.3125,56
19.3375,68
19.3625,53
19.3875,48
19.4125,67
19.4375,55
19.4625,51
19.4875,61
19.5125,55
19.5375,70
19.5625,58
19.5875,62
19.6125,69
19.6375,62
19.6625,61
19.6875,49
19.7125,59
19.7375,77
19.7625,67
19.7875,66
19.8125,53
19.8375,69
19.8625,76
19.8875,70
19.9125,67
19.9375,72
19.9625,68
19.9875,62
20.0125,63
20.0375,55
20.0625,53
20.0875,61
20.1125,65
20.1375,58
20.1625,65
20.1875,55
20.2125,63
20.2375,64
20.2625,68
20.2875,55
20.3125,70
20.3375,70
20.3625,71
20.3875,71
20.4125,75
20.4375,68
20.4625,68
20.4875,67
20.5125,85
20.5375,78
20.5625,69
20.5875,63
20.6125,68
20.6375,60
20.6625,61
20.6875,69
20.7125,66
20.7375,71
20.7625,66
20.7875,55
20.8125,78
20.8375,69
20.8625,83
20.8875,75
20.9125,64
20.9375,76
20.9625,73
20.9875,71
21.0125,71
21.0375,69
21.0625,66
21.0875,67
21.1125,66
21.1375,82
21.1625,74
21.1875,85
21.2125,76
21.2375,84
21.2625,79
21.2875,75
21.3125,80
21.3375,77
21.3625,91
21.3875,81
21.4125,78
21.4375,82
21.4625,76
21.4875,80
21.5125,80
21.5375,74
21.5625,83
21.5875,97
21.6125,70
21.6375,86
21.6625,79
21.6875,91
21.7125,84
21.7375,102
21.7625,66
21.7875,89
21.8125,80
21.8375,83
21.8625,87
21.8875,85
21.9125,90
21.9375,59
21.9625,85
21.9875,76
22.0125,71
22.0375,83
22.0625,91
22.0875,88
22.1125,88
22.1375,69
22.1625,86
22.1875,72
22.2125,84
22.2375,91
22.2625,78
22.2875,82
22.3125,92
22.3375,102
22.3625,71
22.3875,88
22.4125,88
22.4375,93
22.4625,105
22.4875,85
22.5125,94
22.5375,84
22.5625,68
22.5875,87
22.6125,92
22.6375,93
22.6625,85
22.6875,81
22.7125,76
22.7375,81
22.7625,88
22.7875,76
22.8125,94
22.8375,79
22.8625,81
22.8875,80
22.9125,86
22.9375,94
22.9625,84
22.9875,96
23.0125,75
23.0375,87
23.0625,81
23.0875,95
23.1125,106
23.1375,81
23.1625,105
23.1875,78
23.2125,79
23.2375,81
23.2625,78
23.2875,102
23.3125,69
23.3375,75
23.3625,91
23.3875,85
23.4125,84
23.4375,71
23.4625,87
23.4875,77
23.5125,84
23.5375,82
23.5625,75
23.5875,77
23.6125,87
23.6375,91
23.6625,88
23.6875,88
23.7125,89
23.7375,93
23.7625,89
23.7875,82
23.8125,101
23.8375,107
23.8625,82
23.8875,100
23.9125,90
23.9375,89
23.9625,96
23.9875,90
24.0125,85
24.0375,101
24.0625,84
24.0875,84
24.1125,91
24.1375,91
24.1625,89
24.1875,96
